TTO,IBI,TIME
140.890625,0.53125,1661821252
141.4375,0.546875,
431.421875,0.46875,
431.90625,0.484375,
432.390625,0.484375,
432.890625,0.5,
433.375,0.484375,
433.875,0.5,
434.34375,0.46875,
434.84375,0.5,
454.953125,0.46875,
455.40625,0.453125,
455.875,0.46875,
456.359375,0.484375,
456.8125,0.453125,
457.28125,0.46875,
457.765625,0.484375,
591.015625,0.53125,
594.453125,0.484375,
594.9375,0.484375,
595.40625,0.46875,
595.875,0.46875,
612.796875,0.4375,
684.296875,0.515625,
684.828125,0.53125,
738,0.46875,
738.453125,0.453125,
738.921875,0.46875,
771.875,0.484375,
783.5,0.453125,
897.21875,0.484375,
897.71875,0.5,
898.125,0.40625,
919.78125,0.453125,
920.234375,0.453125,
920.6875,0.453125,
941.625,0.484375,
942.0625,0.4375,
942.4375,0.375,
942.90625,0.46875,
967.578125,0.484375,
968.078125,0.5,
968.578125,0.5,
969.046875,0.46875,
969.53125,0.484375,
970.046875,0.515625,
970.5,0.453125,
971,0.5,
971.5,0.5,
971.953125,0.453125,
972.453125,0.5,
972.9375,0.484375,
973.421875,0.484375,
973.921875,0.5,
974.359375,0.4375,
974.84375,0.484375,
975.3125,0.46875,
975.78125,0.46875,
1062.203125,0.421875,
1062.65625,0.453125,
1063.078125,0.421875,
1063.546875,0.46875,
1064.046875,0.5,
1064.5625,0.515625,
1065,0.4375,
1087.390625,0.671875,
1170.53125,0.59375,
1171.09375,0.5625,
1171.6875,0.59375,
1183.953125,0.40625,
1235.515625,0.390625,
1236.015625,0.5,
1246.390625,0.453125,
1246.859375,0.46875,
1247.3125,0.453125,
1247.78125,0.46875,
1248.21875,0.4375,
1431.84375,0.515625,
1432.390625,0.546875,
1432.859375,0.46875,
1433.328125,0.46875,
1433.796875,0.46875,
1434.21875,0.421875,
1445.828125,0.453125,
1469.03125,0.609375,
1469.578125,0.546875,
1470.09375,0.515625,
1470.65625,0.5625,
1471.265625,0.609375,
1471.75,0.484375,
1472.25,0.5,
1472.875,0.625,
1473.375,0.5,
1473.9375,0.5625,
1474.484375,0.546875,
1484.296875,0.515625,
1484.8125,0.515625,
1496.453125,0.46875,
1497.09375,0.640625,
1497.640625,0.546875,
1498.125,0.484375,
1498.6875,0.5625,
1499.25,0.5625,
1569.6875,0.421875,
1570.125,0.4375,
1661.6875,0.453125,
1662.0625,0.375,
1662.515625,0.453125,
1686.65625,0.375,
1687.140625,0.484375,
1714.109375,0.390625,
1714.53125,0.421875,
1801.53125,0.4375,
1801.90625,0.375,
1802.34375,0.4375,
1802.765625,0.421875,
1803.140625,0.375,
1803.53125,0.390625,
1803.90625,0.375,
1820.390625,0.375,
1820.78125,0.390625,
1837.140625,0.375,
1951.671875,0.453125,
1954.703125,0.4375,
1955.15625,0.453125,
1955.59375,0.4375,
2113.5625,0.484375,
2114.03125,0.46875,
2114.46875,0.4375,
2368.078125,0.46875,
2368.546875,0.46875,
2369.03125,0.484375,
2369.515625,0.484375,
2370.015625,0.5,
2370.5,0.484375,
2373.375,0.5625,
2376.59375,0.546875,
2380.90625,0.546875,
2381.421875,0.515625,
2381.9375,0.515625,
2382.453125,0.515625,
2382.984375,0.53125,
2383.515625,0.53125,
2384.046875,0.53125,
2401.359375,0.453125,
2401.84375,0.484375,
2402.3125,0.46875,
2402.796875,0.484375,
2403.265625,0.46875,
2403.75,0.484375,
2404.25,0.5,
2404.75,0.5,
2405.234375,0.484375,
2405.734375,0.5,
2409.3125,0.53125,
2409.84375,0.53125,
2410.359375,0.515625,
2410.875,0.515625,
2411.390625,0.515625,
2411.890625,0.5,
2412.40625,0.515625,
2412.921875,0.515625,
2413.453125,0.53125,
2439.796875,0.515625,
2453.125,0.484375,
2453.625,0.5,
2454.125,0.5,
2454.609375,0.484375,
2455.109375,0.5,
2455.59375,0.484375,
2456.09375,0.5,
2456.578125,0.484375,
2457.09375,0.515625,
2460.59375,0.515625,
2461.09375,0.5,
2461.59375,0.5,
2462.09375,0.5,
2462.59375,0.5,
2463.109375,0.515625,
2463.625,0.515625,
2464.140625,0.515625,
2464.65625,0.515625,
2465.140625,0.484375,
2465.65625,0.515625,
2466.171875,0.515625,
2466.6875,0.515625,
2467.203125,0.515625,
2467.71875,0.515625,
2468.234375,0.515625,
2468.734375,0.5,
2469.25,0.515625,
2475.875,0.546875,
2476.421875,0.546875,
2477,0.578125,
2477.5625,0.5625,
2478.15625,0.59375,
2484.328125,0.5625,
2484.875,0.546875,
2485.4375,0.5625,
2485.984375,0.546875,
2486.546875,0.5625,
2487.078125,0.53125,
2487.625,0.546875,
2488.171875,0.546875,
2488.734375,0.5625,
2489.28125,0.546875,
2489.84375,0.5625,
2490.40625,0.5625,
2490.984375,0.578125,
2491.546875,0.5625,
2492.125,0.578125,
2492.703125,0.578125,
2493.28125,0.578125,
2493.84375,0.5625,
2494.421875,0.578125,
2494.984375,0.5625,
2495.546875,0.5625,
2496.078125,0.53125,
2496.625,0.546875,
2497.1875,0.5625,
2497.734375,0.546875,
2498.28125,0.546875,
2498.828125,0.546875,
2499.375,0.546875,
2499.921875,0.546875,
2500.46875,0.546875,
2501.015625,0.546875,
2501.578125,0.5625,
2502.125,0.546875,
2502.6875,0.5625,
2503.234375,0.546875,
2503.796875,0.5625,
2504.34375,0.546875,
2504.90625,0.5625,
2505.484375,0.578125,
2506.03125,0.546875,
2506.578125,0.546875,
2507.125,0.546875,
2507.6875,0.5625,
2508.234375,0.546875,
2508.78125,0.546875,
2509.328125,0.546875,
2509.859375,0.53125,
2510.390625,0.53125,
2510.9375,0.546875,
2511.46875,0.53125,
2512.015625,0.546875,
2512.546875,0.53125,
2513.078125,0.53125,
2513.625,0.546875,
2514.171875,0.546875,
2514.703125,0.53125,
2515.234375,0.53125,
2515.75,0.515625,
2516.265625,0.515625,
2516.78125,0.515625,
2517.296875,0.515625,
2517.8125,0.515625,
2518.3125,0.5,
2518.828125,0.515625,
2519.34375,0.515625,
2519.859375,0.515625,
2520.359375,0.5,
2520.859375,0.5,
2521.359375,0.5,
2521.875,0.515625,
2527.953125,0.515625,
2528.484375,0.53125,
2529,0.515625,
2529.515625,0.515625,
2530.046875,0.53125,
2530.578125,0.53125,
2531.109375,0.53125,
2531.640625,0.53125,
2532.15625,0.515625,
2536.5,0.5625,
2537.046875,0.546875,
2537.625,0.578125,
2538.21875,0.59375,
2538.8125,0.59375,
2539.40625,0.59375,
2539.984375,0.578125,
2540.5625,0.578125,
2541.125,0.5625,
2541.71875,0.59375,
2542.296875,0.578125,
2542.875,0.578125,
2543.453125,0.578125,
2544,0.546875,
2544.578125,0.578125,
2545.140625,0.5625,
2545.703125,0.5625,
2546.265625,0.5625,
2546.828125,0.5625,
2547.390625,0.5625,
2547.921875,0.53125,
2548.484375,0.5625,
2549.03125,0.546875,
2549.59375,0.5625,
2550.15625,0.5625,
2550.734375,0.578125,
2551.296875,0.5625,
2551.859375,0.5625,
2552.421875,0.5625,
2553,0.578125,
2553.59375,0.59375,
2554.1875,0.59375,
2554.765625,0.578125,
2555.3125,0.546875,
2555.875,0.5625,
2556.4375,0.5625,
2557.015625,0.578125,
2557.59375,0.578125,
2558.15625,0.5625,
2558.703125,0.546875,
2559.234375,0.53125,
2559.78125,0.546875,
2560.34375,0.5625,
2568.671875,0.515625,
2569.203125,0.53125,
2569.734375,0.53125,
2570.28125,0.546875,
2570.8125,0.53125,
2571.328125,0.515625,
2571.875,0.546875,
2572.421875,0.546875,
2572.984375,0.5625,
2573.53125,0.546875,
2574.109375,0.578125,
2574.65625,0.546875,
2575.203125,0.546875,
2575.75,0.546875,
2576.328125,0.578125,
2576.90625,0.578125,
2577.4375,0.53125,
2577.984375,0.546875,
2578.53125,0.546875,
2579.09375,0.5625,
2579.640625,0.546875,
2580.203125,0.5625,
2580.734375,0.53125,
2581.28125,0.546875,
2581.828125,0.546875,
2582.390625,0.5625,
2587.328125,0.546875,
2587.875,0.546875,
2588.421875,0.546875,
2588.984375,0.5625,
2589.546875,0.5625,
2590.125,0.578125,
2590.703125,0.578125,
2591.28125,0.578125,
2591.890625,0.609375,
2592.421875,0.53125,
2593.015625,0.59375,
2593.609375,0.59375,
2594.203125,0.59375,
2594.8125,0.609375,
2595.390625,0.578125,
2595.96875,0.578125,
2596.5625,0.59375,
2597.15625,0.59375,
2597.765625,0.609375,
2598.34375,0.578125,
2598.9375,0.59375,
2599.53125,0.59375,
2600.109375,0.578125,
2600.703125,0.59375,
2601.296875,0.59375,
2601.890625,0.59375,
2602.484375,0.59375,
2603.078125,0.59375,
2603.671875,0.59375,
2604.25,0.578125,
2604.828125,0.578125,
2605.421875,0.59375,
2606,0.578125,
2606.578125,0.578125,
2607.15625,0.578125,
2607.734375,0.578125,
2608.296875,0.5625,
2608.859375,0.5625,
2609.421875,0.5625,
2610,0.578125,
2610.5625,0.5625,
2611.125,0.5625,
