,EDA,rise_time,max_deriv,amp,decay_time,SCR_width,peak_end_times_stamp,AUC
2022-08-28 01:01:07.875,2.464937,1.75,0.126568340481235,0.031394500000000214,0.125,1.75,1661648468.0,0.054940375000000374
2022-08-28 01:01:19.875,2.3765199999999997,2.5,0.1124196345138806,0.21976149999999928,1.5,3.625,1661648481.375,0.7966354374999973
2022-08-28 01:01:24.375,2.4476380000000004,1.25,0.5370959506553206,0.22168350000000014,2.125,3.25,1661648486.5,0.7204713750000005
2022-08-28 01:01:33.875,2.506583,1.125,0.3852226945587347,0.0961059999999998,0.25,1.375,1661648494.125,0.13214574999999973
2022-08-28 01:01:47.125,2.0355109999999996,1.625,0.29277757632780066,0.0909799999999994,0.375,1.875,1661648507.5,0.17058749999999887
2022-08-28 01:01:56.750,2.205938,1.875,0.33509382774812124,0.14800250000000004,0.25,2.0,1661648517.0,0.2960050000000001
2022-08-28 01:01:59.500,2.125209,1.5,0.2575699256292481,0.17298999999999998,0.25,1.25,1661648519.75,0.21623749999999997
2022-08-28 01:02:05.875,1.9490154999999998,2.875,0.15332686855290234,0.20822849999999993,,,1661648526.875,
2022-08-28 01:02:09.125,2.0707495,2.25,0.11447770795682999,0.12749999999999995,0.625,2.375,1661648529.75,0.3028124999999999
2022-08-28 01:02:12.125,2.0918925,1.25,0.2166585530564724,0.08969800000000028,0.5,1.625,1661648532.625,0.14575925000000045
2022-08-28 01:02:16.250,2.150837,1.75,0.2929195140958001,0.1832410000000002,0.75,2.25,1661648537.0,0.41229225000000047
2022-08-28 01:02:21.125,2.287948,1.25,0.41160893021617184,0.18580450000000015,0.625,1.75,1661648541.75,0.32515787500000026
2022-08-28 01:02:26.000,2.118802,1.375,0.2553605434459314,0.1037935000000001,0.75,2.0,1661648546.75,0.2075870000000002
2022-08-28 01:02:47.750,2.211064,1.625,0.2787071072334655,0.10827949999999964,0.625,2.125,1661648568.375,0.23009393749999923
2022-08-28 01:03:07.375,2.364833,1.375,0.5286215800604346,0.26268899999999995,0.75,2.0,1661648588.125,0.5253779999999999
2022-08-28 01:03:12.375,2.193765,1.5,0.28959112459079606,0.19861850000000003,1.5,2.625,1661648593.875,0.5213735625000001
2022-08-28 01:03:38.375,2.4585305,1.625,0.4735360615488453,0.2935975000000002,0.875,2.25,1661648619.25,0.6605943750000004
2022-08-28 01:03:42.625,2.3771605,1.625,0.30906562667976445,0.1768345,1.25,2.625,1661648623.875,0.4641905625
2022-08-28 01:03:53.625,2.1952005000000003,1.25,0.24580438367530277,0.12173350000000038,0.875,1.875,1661648634.5,0.22825031250000072
2022-08-28 01:03:58.000,2.319497,1.5,0.39687147281224355,0.2588440000000003,1.125,2.25,1661648639.125,0.5823990000000007
2022-08-28 01:04:02.375,2.24902,1.25,0.3540541432283071,0.15569100000000002,1.5,2.625,1661648643.875,0.40868887500000006
2022-08-28 01:04:07.750,2.23108,1.125,0.254158351837269,0.06278850000000036,0.5,1.5,1661648648.25,0.09418275000000054
2022-08-28 01:04:13.250,2.190075,1.625,0.17947267640717612,0.12109300000000012,2.0,3.25,1661648655.25,0.3935522500000004
2022-08-28 01:04:23.000,2.2925880000000003,1.25,0.1945545293809552,0.06407100000000066,1.625,2.75,1661648664.625,0.1761952500000018
2022-08-28 01:04:35.125,2.282337,1.25,0.3543655021946108,0.11853099999999994,0.25,1.375,1661648675.375,0.16298012499999992
2022-08-28 01:04:58.375,2.1425080000000003,1.75,0.3613975982120117,0.2697360000000004,1.0,2.25,1661648699.375,0.606906000000001
2022-08-28 01:05:01.250,2.0150080000000004,1.0,0.3076636201421188,0.03203500000000048,0.125,1.125,1661648701.375,0.03603937500000054
2022-08-28 01:05:09.250,1.870209,1.25,0.18761833006889006,0.0717589999999999,0.5,1.75,1661648709.75,0.12557824999999984
2022-08-28 01:05:12.375,1.9733625,1.375,0.23449286788394197,0.12237449999999983,,,1661648713.5,
2022-08-28 01:05:14.875,2.0918925,1.375,0.2897518243947985,0.12301450000000025,0.5,1.625,1661648715.375,0.1998985625000004
2022-08-28 01:05:18.625,2.132257,1.375,0.3153268069857713,0.19157099999999994,0.875,2.0,1661648719.5,0.38314199999999987
2022-08-28 01:05:29.375,2.1732620000000002,2.375,0.3401404438304887,0.2825500000000003,0.25,2.125,1661648729.625,0.6004187500000007
2022-08-28 01:05:35.875,1.9848955,1.625,0.3982120527285318,0.21976149999999994,,,1661648736.875,
2022-08-28 01:05:38.750,2.054732,1.875,0.14581851591327322,0.07304049999999984,0.125,1.875,1661648738.875,0.1369509374999997
2022-08-28 01:05:44.750,1.856114,2.5,0.27203672019483705,0.32547799999999993,2.0,3.5,1661648746.75,1.1391729999999998
2022-08-28 01:06:10.750,2.311013,1.875,0.2940162765037897,0.1986175000000001,1.125,2.5,1661648771.875,0.4965437500000003
2022-08-28 01:06:21.000,2.3938189999999997,1.25,0.29504151703448045,0.08536799999999989,0.75,1.75,1661648781.75,0.1493939999999998
2022-08-28 01:06:30.875,2.5334925,2.0,0.4307534996342248,0.2979274999999997,0.75,2.5,1661648791.625,0.7448187499999992
2022-08-28 01:06:35.000,2.4578900000000004,1.375,0.368993318905261,0.23257600000000034,0.5,1.625,1661648795.5,0.37793600000000055
2022-08-28 01:06:41.500,2.625754,1.375,0.27584193436047855,0.09802750000000016,0.75,2.0,1661648802.25,0.1960550000000003
2022-08-28 01:06:54.375,2.5687315,1.375,0.10980728179255905,0.036520499999999956,0.5,1.625,1661648814.875,0.05934581249999993
2022-08-28 01:07:02.625,2.9209055,1.5,0.266393845742968,0.15675949999999972,0.625,1.875,1661648823.25,0.29392406249999947
2022-08-28 01:07:07.000,3.017011,1.5,0.3321064622279408,0.21143199999999984,1.125,2.375,1661648828.125,0.5021509999999996
2022-08-28 01:07:23.625,3.1111945,2.0,0.26896955782664733,0.23385699999999954,1.0,2.5,1661648844.625,0.5846424999999988
2022-08-28 01:07:32.625,2.9990715,1.875,0.18825987737407957,0.14479949999999997,0.75,2.25,1661648853.375,0.32579887499999993
2022-08-28 01:07:36.875,3.4447275,1.75,0.587690810056646,0.4853795000000001,1.25,2.5,1661648858.125,1.2134487500000002
2022-08-28 01:07:54.375,3.082363,2.25,0.11697158619175951,0.16017599999999987,1.5,3.375,1661648875.875,0.5405939999999996
2022-08-28 01:08:15.750,2.9901020000000003,2.5,0.1315662421765076,0.14608100000000013,1.5,3.375,1661648897.25,0.49302337500000043
2022-08-28 01:09:14.000,1.83433,1.375,0.19022207075140152,0.05381949999999991,0.75,2.0,1661648954.75,0.10763899999999982
2022-08-28 01:22:57.625,0.49590500000000004,2.5,0.02113121803753426,0.026268999999999987,,,1661649780.25,
2022-08-28 01:23:52.625,1.193327,2.875,0.2172730928358515,0.4293410000000001,,,1661649834.125,
2022-08-28 01:23:55.375,1.1593695,1.25,0.10358294741507379,0.030112499999999986,0.5,1.625,1661649835.875,0.04893281249999998
2022-08-28 01:24:03.125,1.2791815,2.25,0.13169901426456576,0.18388249999999995,2.875,4.75,1661649846.0,0.8734418749999997
2022-08-28 01:24:10.375,1.5048085,1.875,0.3327200055099766,0.28713450000000007,2.0,3.375,1661649852.375,0.9690789375000002
2022-08-28 01:24:18.750,1.863603,2.5,0.4975526363691749,0.5548499999999998,,,1661649859.625,
2022-08-28 01:24:21.375,2.1835129999999996,1.75,0.46650447461544786,0.23405599999999938,1.125,2.625,1661649862.5,0.6143969999999983
2022-08-28 01:24:25.125,2.422651,1.375,0.5857346332694604,0.2666879999999998,0.75,2.0,1661649865.875,0.5333759999999996
2022-08-28 01:24:41.750,2.027822,1.875,0.22578068677713325,0.21335399999999982,,,1661649884.0,
2022-08-28 01:24:46.250,2.7372360000000002,2.25,0.7162594212744082,0.7555440000000004,1.875,3.5,1661649888.125,2.6444040000000015
2022-08-28 01:25:06.875,2.900403,2.125,0.8640366623317703,0.8615339999999998,2.375,3.875,1661649909.25,3.3384442499999993
2022-08-28 01:25:17.000,2.93372,2.25,0.5249341594270156,0.642414,2.0,3.625,1661649919.0,2.32875075
2022-08-28 01:25:23.125,2.7652145,1.875,0.2690297995238069,0.21976150000000017,0.875,2.375,1661649924.0,0.5219335625000003
2022-08-28 01:25:32.500,2.5565580000000003,2.0,0.10772273932717624,0.09482400000000046,1.0,2.375,1661649933.5,0.2252070000000011
2022-08-28 01:25:40.000,2.5565580000000003,2.0,0.185509846012458,0.16402000000000028,1.0,2.625,1661649941.0,0.4305525000000007
2022-08-28 01:25:48.375,2.7180155,2.75,0.4632792814822366,0.6310935,,,1661649950.0,
2022-08-28 01:25:51.750,3.027262,1.75,0.6327038256973729,0.4079149999999996,1.25,2.75,1661649953.0,1.121766249999999
2022-08-28 01:25:59.375,3.3953930000000003,1.625,0.5538295751763833,0.2079550000000001,0.375,1.875,1661649959.75,0.3899156250000002
2022-08-28 01:26:03.000,3.570306,1.5,0.9334823966899712,0.49819400000000025,0.5,1.875,1661649963.5,0.9341137500000005
2022-08-28 01:26:07.500,3.5805569999999998,1.375,1.1262679658856989,0.6385084999999995,0.875,2.0,1661649968.375,1.277016999999999
2022-08-28 01:26:20.500,3.238695,2.0,0.8562086148886259,0.855127,1.75,3.125,1661649982.25,2.672271875
2022-08-28 01:26:27.750,2.983695,2.125,0.5344620116479284,0.4779659999999999,1.375,2.875,1661649989.125,1.3741522499999996
2022-08-28 01:26:32.125,2.9138575,1.625,0.33094397229825034,0.21079150000000002,0.75,2.125,1661649992.875,0.44793193750000004
2022-08-28 01:26:49.250,3.146433,2.125,0.6767529308493039,0.5715075000000001,1.25,3.0,1661650010.5,1.7145225000000002
2022-08-28 01:26:55.000,3.3501769999999995,2.5,0.7780714865551381,0.6394219999999997,1.0,2.375,1661650016.0,1.5186272499999993
2022-08-28 01:27:01.000,2.81583,1.25,0.1126898257791531,0.03972400000000009,0.25,1.375,1661650021.25,0.05462050000000013
2022-08-28 01:27:07.375,3.5004690000000003,1.875,1.0201752540344629,0.8601920000000001,1.25,2.625,1661650028.625,2.258004
2022-08-28 01:27:11.625,3.3046875,1.25,0.762273594955353,0.3658425000000003,0.75,1.875,1661650032.375,0.6859546875000005
2022-08-28 01:27:17.125,3.0227775,1.25,0.5570562783858506,0.26204800000000006,0.625,1.75,1661650037.75,0.4585840000000001
2022-08-28 01:27:26.750,2.455327,1.5,0.21154653157486436,0.1089199999999999,,,1661650047.75,
2022-08-28 01:27:29.000,2.5834669999999997,1.25,0.24850741782637442,0.11148200000000008,0.5,1.625,1661650049.5,0.18115825000000013
2022-08-28 01:27:31.375,3.0727525,1.375,0.6909064248485741,0.3573005,0.75,1.875,1661650052.125,0.6699384375
2022-08-28 01:27:39.750,2.900403,1.75,0.6474647512316949,0.541182,1.5,2.875,1661650061.25,1.5558982500000003
2022-08-28 01:27:44.750,2.96191,1.75,0.5974060712578471,0.4497740000000001,0.875,2.25,1661650065.625,1.0119915000000002
2022-08-28 01:27:48.250,2.852991,1.125,0.5124448683928584,0.1614574999999996,0.5,1.5,1661650068.75,0.24218624999999938
2022-08-28 01:27:52.500,2.5300759999999998,1.625,0.11923941445663644,0.030753999999999948,0.125,1.375,1661650072.625,0.04228674999999993
2022-08-28 01:28:00.625,2.766709,2.75,0.5062133983433661,0.5202515000000001,1.875,3.375,1661650082.5,1.7558488125000002
2022-08-28 01:28:07.000,2.706483,2.0,0.31624391592395895,0.27550300000000005,1.375,2.875,1661650088.375,0.7920711250000001
